price_inr,age_yr,mileage_km,transmission,color,engine_cc,seats,tank_size_l
315000,14,38091,Manual,Red,1197,5,45
320000,14,75000,Manual,Purple,1991,5,60
325000,14,89000,Automatic,Silver,1497,5,42
325000,14,101347,Manual,Red,1496,5,45
340000,14,109000,Manual,White,1794,5,55
350000,14,21000,Manual,Red,1197,5,35
375000,14,77000,Manual,Silver,1794,5,55
375000,14,78000,Manual,Bronze,1497,5,42
375000,14,120000,Manual,Silver,1248,5,42
385000,14,69000,Manual,Silver,1197,5,42
385000,14,73000,Manual,Grey,1591,5,43
400000,14,80000,Manual,Silver,1991,5,60
450000,14,95000,Automatic,White,1794,5,55
450000,14,95000,Manual,White,2179,8,60
475000,14,72000,Automatic,Gold,2354,5,70
550000,14,69000,Automatic,Black,1497,5,42
580000,14,117000,Manual,White,2179,7,60
625000,14,40000,Manual,White,2835,5,92
675000,14,97000,Automatic,Black,2143,5,66
750000,14,117000,Manual,White,2982,7,80
850000,14,85000,Automatic,White,2143,5,90
950000,14,65000,Automatic,Black,1991,5,80
975000,14,75000,Automatic,Silver,1968,5,63
980000,14,78000,Automatic,White,2497,5,80
1100000,14,51500,Automatic,Black,2143,5,66
1375000,14,62000,Automatic,White,1968,5,63
1495000,14,72100,Automatic,Red,2987,5,90
1850000,14,26000,Automatic,Black,3498,5,90
1875000,14,72000,Automatic,Silver,4663,4,80
2900000,14,56000,Automatic,Red,4163,5,64
18000000,14,60000,Automatic,Maroon,6592,5,82.5
20000000,14,27000,Automatic,Blue,6592,5,82.5
49000,15,60000,Manual,White,624,4,15
169000,15,18500,Manual,Gold,796,5,35
185000,15,64000,Manual,Silver,1586,5,50
190000,15,60000,Manual,White,1197,5,35
195000,15,32000,Manual,Silver,1198,5,42
220000,15,62000,Manual,Brown,998,5,35
229999,15,72000,Manual,Silver,1298,5,43
240000,15,72000,Manual,White,1399,5,45
245000,15,95000,Automatic,Grey,1497,5,42
269000,15,73000,Manual,Silver,1497,5,42
270000,15,86000,Manual,Grey,1197,5,35
295000,15,33000,Manual,Grey,1298,5,43
295000,15,78000,Manual,White,1497,5,42
300000,15,83359,Manual,White,1799,5,50
325000,15,56000,Automatic,Gold,1497,5,42
325000,15,82202,Manual,White,1248,5,43
365000,15,58424,Manual,Gold,1497,5,42
555000,15,261236,Manual,Silver,1998,8,55
750000,15,112000,Automatic,Blue,1995,5,70
825000,15,114000,Manual,Black,2982,7,80
1000000,15,67000,Automatic,Silver,1798,5,63
1000000,15,127000,Manual,White,2982,7,80
1150000,15,120000,Automatic,Silver,2987,5,80
1195000,15,74000,Automatic,Silver,2497,5,70
2400000,15,34105,Automatic,Grey,1796,2,70
